"assemblage","sequencing_depth","Method","expected_asvs","timepoint","hydro_group","samples","total_reads","observed_asvs_pooled"
"D30__Hydrolysate",99000,"Rarefaction",60.2598534839462,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",1e+05,"Rarefaction",60.2988351771638,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",101000,"Rarefaction",60.3370687737631,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",102000,"Rarefaction",60.3745747016401,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",103000,"Rarefaction",60.4113726847453,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",104000,"Rarefaction",60.4474817704752,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",105000,"Rarefaction",60.4829203594587,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",106000,"Rarefaction",60.5177062300744,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",107000,"Rarefaction",60.5518565653712,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",108000,"Rarefaction",60.5853879764007,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",109000,"Rarefaction",60.6183165239215,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",110000,"Rarefaction",60.6506577434277,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",111000,"Rarefaction",60.6824266621387,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",112000,"Rarefaction",60.7136378218062,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",113000,"Rarefaction",60.7443052967438,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",114000,"Rarefaction",60.7744427114994,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",115000,"Rarefaction",60.8040632580203,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",116000,"Rarefaction",60.8331797137656,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",117000,"Rarefaction",60.8618044556518,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",118000,"Rarefaction",60.8899494763173,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",119000,"Rarefaction",60.9176263987448,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",120000,"Rarefaction",60.9448464883729,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",121000,"Rarefaction",60.9716206677166,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",122000,"Rarefaction",60.9979595291582,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",123000,"Rarefaction",61.0238733469178,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",124000,"Rarefaction",61.0493720874911,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",125000,"Rarefaction",61.0744654215779,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",126000,"Rarefaction",61.0991627354384,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",127000,"Rarefaction",61.1234731395837,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",128000,"Rarefaction",61.147405480402,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",129000,"Rarefaction",61.1709683470521,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",130000,"Rarefaction",61.1941700820388,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",131000,"Rarefaction",61.2170187902386,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",132000,"Rarefaction",61.2395223456655,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",133000,"Rarefaction",61.26168840071,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",134000,"Rarefaction",61.2835243921749,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",135000,"Rarefaction",61.3050375509923,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",136000,"Rarefaction",61.3262349065559,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",137000,"Rarefaction",61.3471232951623,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",138000,"Rarefaction",61.3677093659068,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",139000,"Rarefaction",61.3879995869512,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",140000,"Rarefaction",61.4080002512997,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",141000,"Rarefaction",61.4277174830715,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",142000,"Rarefaction",61.4471572423302,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",143000,"Rarefaction",61.4663253310413,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",144000,"Rarefaction",61.4852273973985,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",145000,"Rarefaction",61.5038689410107,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",146000,"Rarefaction",61.5222553184794,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",147000,"Rarefaction",61.5403917471796,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",148000,"Rarefaction",61.5582833082654,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",149000,"Rarefaction",61.5759349545697,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",150000,"Rarefaction",61.5933515107885,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",151000,"Rarefaction",61.6105376794291,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",152000,"Rarefaction",61.6274980437133,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",153000,"Rarefaction",61.6442370727115,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",154000,"Rarefaction",61.6607591233128,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",155000,"Rarefaction",61.6770684430771,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",156000,"Rarefaction",61.693169175737,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",157000,"Rarefaction",61.7090653621849,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",158000,"Rarefaction",61.7247609453804,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",159000,"Rarefaction",61.7402597712809,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",160000,"Rarefaction",61.7555655933421,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",161000,"Rarefaction",61.7706820740971,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",162000,"Rarefaction",61.7856127880091,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",163000,"Rarefaction",61.8003612253928,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",164000,"Rarefaction",61.8149307923048,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",165000,"Rarefaction",61.8293248154495,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",166000,"Rarefaction",61.8435465419824,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",167000,"Rarefaction",61.8575991449464,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",168000,"Rarefaction",61.8714857218761,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",169000,"Rarefaction",61.8852092996019,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",170000,"Rarefaction",61.8987728342491,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",171000,"Rarefaction",61.9121792150405,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",172000,"Rarefaction",61.9254312641562,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",173000,"Rarefaction",61.9385317405891,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",174000,"Rarefaction",61.9514833402581,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",175000,"Rarefaction",61.9642886991584,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",176000,"Rarefaction",61.976950392969,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",177000,"Rarefaction",61.9894709407404,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",178000,"Rarefaction",62.0018528052169,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",179000,"Rarefaction",62.0140983947413,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",180000,"Rarefaction",62.0262100649907,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",181000,"Rarefaction",62.038190119179,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",182000,"Rarefaction",62.0500408106046,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",183000,"Rarefaction",62.0617643441823,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",184000,"Rarefaction",62.0733628759462,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",185000,"Rarefaction",62.0848385168041,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",186000,"Rarefaction",62.0961933306244,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",187000,"Rarefaction",62.1074293389428,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",188000,"Rarefaction",62.1185485196579,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",189000,"Rarefaction",62.1295528075439,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",190000,"Rarefaction",62.1404440988183,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",191000,"Rarefaction",62.1512242475552,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",192000,"Rarefaction",62.1618950707438,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",193000,"Rarefaction",62.1724583465638,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",194000,"Rarefaction",62.1829158160516,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",195000,"Rarefaction",62.1932691854494,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",196000,"Rarefaction",62.2035201243961,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",197000,"Rarefaction",62.2136702686855,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",198000,"Rarefaction",62.2237212214683,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",199000,"Rarefaction",62.2336745524658,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",2e+05,"Rarefaction",62.243531799741,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",201000,"Rarefaction",62.2532944697941,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",202000,"Rarefaction",62.2629640396166,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",203000,"Rarefaction",62.2725419562178,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",204000,"Rarefaction",62.2820296375648,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",205000,"Rarefaction",62.2914284732452,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",206000,"Rarefaction",62.3007398254063,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",207000,"Rarefaction",62.3099650295401,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",208000,"Rarefaction",62.3191053945147,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",209000,"Rarefaction",62.3281622040978,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",210000,"Rarefaction",62.3371367155745,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",211000,"Rarefaction",62.3460301633072,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",212000,"Rarefaction",62.354843756541,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",213000,"Rarefaction",62.363578681835,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",214000,"Rarefaction",62.3722361021111,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",215000,"Rarefaction",62.3808171590677,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",216000,"Rarefaction",62.3893229716549,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",217000,"Rarefaction",62.3977546373424,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",218000,"Rarefaction",62.4061132332188,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",219000,"Rarefaction",62.4143998157455,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",220000,"Rarefaction",62.4226154217043,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",221000,"Rarefaction",62.4307610677314,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",222000,"Rarefaction",62.4388377519949,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",223000,"Rarefaction",62.44684645354,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",224000,"Rarefaction",62.454788133927,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",225000,"Rarefaction",62.462663735325,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",226000,"Rarefaction",62.4704741839955,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",227000,"Rarefaction",62.4782203885677,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",228000,"Rarefaction",62.4859032404496,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",229000,"Rarefaction",62.4935236154071,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",230000,"Rarefaction",62.501082372468,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",231000,"Rarefaction",62.5085803561026,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",232000,"Rarefaction",62.516018393959,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",233000,"Rarefaction",62.5233973002467,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",234000,"Rarefaction",62.5307178728885,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",235000,"Rarefaction",62.5379808969397,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",236000,"Rarefaction",62.545187142178,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",237000,"Rarefaction",62.5523373654423,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",238000,"Rarefaction",62.5594323093391,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",239000,"Rarefaction",62.5664727039906,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",240000,"Rarefaction",62.5734592661277,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",241000,"Rarefaction",62.5803926998273,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",242000,"Rarefaction",62.5872736968365,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",243000,"Rarefaction",62.594102936949,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",244000,"Rarefaction",62.6008810875914,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",245000,"Rarefaction",62.6076088050482,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",246000,"Rarefaction",62.6142867336934,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",247000,"Rarefaction",62.6209155071969,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",248000,"Rarefaction",62.6274957479397,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",249000,"Rarefaction",62.6340280675887,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",250000,"Rarefaction",62.6405130674123,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",251000,"Rarefaction",62.6469513381996,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",252000,"Rarefaction",62.6533434607609,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",253000,"Rarefaction",62.6596900059473,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",254000,"Rarefaction",62.6659915351213,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",255000,"Rarefaction",62.6722485996955,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",256000,"Rarefaction",62.6784617421169,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",257000,"Rarefaction",62.684631495551,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",258000,"Rarefaction",62.6907583841825,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",259000,"Rarefaction",62.6968429235466,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",260000,"Rarefaction",62.702885620612,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",261000,"Rarefaction",62.7088869735562,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",262000,"Rarefaction",62.7148474725572,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",263000,"Rarefaction",62.720767599614,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",264000,"Rarefaction",62.726647828804,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",265000,"Rarefaction",62.7324886263703,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",266000,"Rarefaction",62.7382904511538,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",267000,"Rarefaction",62.7440537536287,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",268000,"Rarefaction",62.7497789783698,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",269000,"Rarefaction",62.7554665610557,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",270000,"Rarefaction",62.7611169314275,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",271000,"Rarefaction",62.7667305123729,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",272000,"Rarefaction",62.7723077188234,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",273000,"Rarefaction",62.77784896038,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",274000,"Rarefaction",62.7833546391141,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",275000,"Rarefaction",62.7888251511958,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",276000,"Rarefaction",62.7942608861242,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",277000,"Rarefaction",62.7996622274345,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",278000,"Rarefaction",62.8050295528192,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",279000,"Rarefaction",62.810363233262,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",280000,"Rarefaction",62.8156636345731,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",281000,"Rarefaction",62.8209311166767,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",282000,"Rarefaction",62.8261660336396,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",283000,"Rarefaction",62.8313687341159,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",284000,"Rarefaction",62.8365395616724,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",285000,"Rarefaction",62.8416788537128,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",286000,"Rarefaction",62.8467869434743,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",287000,"Rarefaction",62.8518641580544,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",288000,"Rarefaction",62.8569108200819,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",289000,"Rarefaction",62.8619272472831,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",290000,"Rarefaction",62.8669137521572,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",291000,"Rarefaction",62.8718706428793,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",292000,"Rarefaction",62.8767982224826,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",293000,"Rarefaction",62.8816967896115,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",294000,"Rarefaction",62.8865666387047,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",295000,"Rarefaction",62.8914080592758,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",296000,"Rarefaction",62.8962213363575,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",297000,"Rarefaction",62.9010067519088,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",298000,"Rarefaction",62.9057645818449,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",299000,"Rarefaction",62.9104950992888,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",3e+05,"Rarefaction",62.9151985731817,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",301000,"Rarefaction",62.9198752679301,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",302000,"Rarefaction",62.9245254446171,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",303000,"Rarefaction",62.9291493602296,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",304000,"Rarefaction",62.9337472676937,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",305000,"Rarefaction",62.9383194168058,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",306000,"Rarefaction",62.9428660537001,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",307000,"Rarefaction",62.9473874200442,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",308000,"Rarefaction",62.9518837552218,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",309000,"Rarefaction",62.9563552942001,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",310000,"Rarefaction",62.9608022691559,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",311000,"Rarefaction",62.9652249088752,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",312000,"Rarefaction",62.9696234384622,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",313000,"Rarefaction",62.9739980802041,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",314000,"Rarefaction",62.978349052954,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",315000,"Rarefaction",62.9826765729303,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",316000,"Rarefaction",62.9869808527264,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",317000,"Rarefaction",62.9912621023915,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",318000,"Rarefaction",62.9955205286962,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",319000,"Rarefaction",62.9997563355193,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",320000,"Rarefaction",63.0039697245203,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",321000,"Rarefaction",63.0081608937874,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",322000,"Rarefaction",63.0123300388284,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",323000,"Rarefaction",63.0164773528437,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",324000,"Rarefaction",63.0206030258289,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",325000,"Rarefaction",63.0247072457774,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",326000,"Rarefaction",63.0287901975862,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",327000,"Rarefaction",63.0328520638591,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",328000,"Rarefaction",63.0368930247942,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",329000,"Rarefaction",63.0409132581433,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",330000,"Rarefaction",63.0449129388961,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",331000,"Rarefaction",63.0488922401887,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",332000,"Rarefaction",63.0528513326947,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",333000,"Rarefaction",63.0567903844645,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",334000,"Rarefaction",63.0607095617275,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",335000,"Rarefaction",63.0646090286002,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",336000,"Rarefaction",63.068488946303,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",337000,"Rarefaction",63.0723494749344,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",338000,"Rarefaction",63.0761907716889,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",339000,"Rarefaction",63.0800129921286,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",340000,"Rarefaction",63.0838162896331,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",341000,"Rarefaction",63.0876008155698,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",342000,"Rarefaction",63.0913667193254,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",343000,"Rarefaction",63.0951141487993,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",344000,"Rarefaction",63.0988432493249,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",345000,"Rarefaction",63.1025541647284,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",346000,"Rarefaction",63.1062470368876,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",347000,"Rarefaction",63.1099220060489,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",348000,"Rarefaction",63.1135792105984,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",349000,"Rarefaction",63.1172187871226,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",350000,"Rarefaction",63.1208408705071,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",351000,"Rarefaction",63.1244455939537,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",352000,"Rarefaction",63.1280330888906,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",353000,"Rarefaction",63.1316034854245,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",354000,"Rarefaction",63.1351569115692,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",355000,"Rarefaction",63.1386934945401,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",356000,"Rarefaction",63.1422133590969,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",357000,"Rarefaction",63.145716628886,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",358000,"Rarefaction",63.1492034262651,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",359000,"Rarefaction",63.1526738716863,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",360000,"Rarefaction",63.1561280843234,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",361000,"Rarefaction",63.1595661819254,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",362000,"Rarefaction",63.1629882807004,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",363000,"Rarefaction",63.1663944958334,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",364000,"Rarefaction",63.1697849407667,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",365000,"Rarefaction",63.1731597275399,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",366000,"Rarefaction",63.1765189671409,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",367000,"Rarefaction",63.1798627690461,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",368000,"Rarefaction",63.1831912416977,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",369000,"Rarefaction",63.1865044921576,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",370000,"Rarefaction",63.1898026258917,"D30","Hydrolysate",29,1559843,64
"D30__Hydrolysate",371000,"Rarefaction",63.1930857477353,"D30","Hydrolysate",29,1559843,64
